code_region;region;departement;rang_vaccinal;date_debut_semaine;nb
76;OCC;82;2;08/03/2021;783
76;OCC;82;1;15/03/2021;1199
76;OCC;82;2;15/03/2021;1451
76;OCC;82;1;22/03/2021;2056
76;OCC;82;2;22/03/2021;1471
76;OCC;82;1;29/03/2021;4063
76;OCC;82;2;29/03/2021;1362
76;OCC;82;1;05/04/2021;4027
76;OCC;82;2;05/04/2021;1897
76;OCC;82;1;12/04/2021;3412
76;OCC;82;2;12/04/2021;1289
76;OCC;82;1;19/04/2021;1101
76;OCC;82;2;19/04/2021;2194
76;OCC;82;1;26/04/2021;288
76;OCC;82;2;26/04/2021;3677
93;PAC;83;1;18/01/2021;5273
93;PAC;83;2;18/01/2021;4
93;PAC;83;1;25/01/2021;6146
93;PAC;83;2;25/01/2021;14
93;PAC;83;1;01/02/2021;5817
93;PAC;83;2;01/02/2021;802
93;PAC;83;1;08/02/2021;5835
93;PAC;83;2;08/02/2021;1195
93;PAC;83;1;15/02/2021;2355
93;PAC;83;2;15/02/2021;5028
93;PAC;83;1;22/02/2021;2241
93;PAC;83;2;22/02/2021;5899
93;PAC;83;1;01/03/2021;6434
93;PAC;83;2;01/03/2021;5771
93;PAC;83;1;08/03/2021;9430
93;PAC;83;2;08/03/2021;5564
93;PAC;83;1;15/03/2021;15708
93;PAC;83;2;15/03/2021;2413
93;PAC;83;1;22/03/2021;20245
93;PAC;83;2;22/03/2021;2115
93;PAC;83;1;29/03/2021;18799
93;PAC;83;2;29/03/2021;4769
93;PAC;83;1;05/04/2021;11256
93;PAC;83;2;05/04/2021;9420
93;PAC;83;1;12/04/2021;6531
93;PAC;83;2;12/04/2021;15831
93;PAC;83;1;19/04/2021;3158
93;PAC;83;2;19/04/2021;20793
93;PAC;83;1;26/04/2021;2218
93;PAC;83;2;26/04/2021;16750
93;PAC;84;1;18/01/2021;3097
93;PAC;84;2;18/01/2021;21
93;PAC;84;1;25/01/2021;3628
93;PAC;84;2;25/01/2021;34
93;PAC;84;1;01/02/2021;3139
93;PAC;84;2;01/02/2021;649
93;PAC;84;1;08/02/2021;2493
93;PAC;84;2;08/02/2021;1996
93;PAC;84;1;15/02/2021;1572
93;PAC;84;2;15/02/2021;3451
93;PAC;84;1;22/02/2021;1641
93;PAC;84;2;22/02/2021;3451
93;PAC;84;1;01/03/2021;3448
93;PAC;84;2;01/03/2021;2905
93;PAC;84;1;08/03/2021;3836
93;PAC;84;2;08/03/2021;2192
93;PAC;84;1;15/03/2021;5671
93;PAC;84;2;15/03/2021;1350
93;PAC;84;1;22/03/2021;6712
93;PAC;84;2;22/03/2021;1495
93;PAC;84;1;29/03/2021;7783
93;PAC;84;2;29/03/2021;2096
93;PAC;84;1;05/04/2021;6932
93;PAC;84;2;05/04/2021;2995
93;PAC;84;1;12/04/2021;3807
93;PAC;84;2;12/04/2021;5232
93;PAC;84;1;19/04/2021;2828
93;PAC;84;2;19/04/2021;6673
93;PAC;84;1;26/04/2021;1785
93;PAC;84;2;26/04/2021;7738
52;PDL;85;1;18/01/2021;3387
52;PDL;85;2;18/01/2021;2
52;PDL;85;1;25/01/2021;1966
52;PDL;85;2;25/01/2021;6
52;PDL;85;1;01/02/2021;2723
52;PDL;85;2;01/02/2021;50
52;PDL;85;1;08/02/2021;2122
52;PDL;85;2;08/02/2021;1269
52;PDL;85;1;15/02/2021;1629
52;PDL;85;2;15/02/2021;2686
52;PDL;85;1;22/02/2021;2610
52;PDL;85;2;22/02/2021;1904
52;PDL;85;1;01/03/2021;3372
52;PDL;85;2;01/03/2021;2496
52;PDL;85;1;08/03/2021;5406
52;PDL;85;2;08/03/2021;2176
52;PDL;85;1;15/03/2021;6238
52;PDL;85;2;15/03/2021;1665
52;PDL;85;1;22/03/2021;7401
52;PDL;85;2;22/03/2021;2513
52;PDL;85;1;29/03/2021;8018
52;PDL;85;2;29/03/2021;3935
52;PDL;85;1;05/04/2021;8432
52;PDL;85;2;05/04/2021;4656
52;PDL;85;1;12/04/2021;6780
52;PDL;85;2;12/04/2021;6389
52;PDL;85;1;19/04/2021;4966
52;PDL;85;2;19/04/2021;7571
52;PDL;85;1;26/04/2021;3034
52;PDL;85;2;26/04/2021;7022
75;NAQ;86;1;18/01/2021;2981
75;NAQ;86;2;18/01/2021;5
75;NAQ;86;1;25/01/2021;2957
75;NAQ;86;2;25/01/2021;871
75;NAQ;86;1;01/02/2021;2322
75;NAQ;86;2;01/02/2021;1586
75;NAQ;86;1;08/02/2021;2200
75;NAQ;86;2;08/02/2021;1400
75;NAQ;86;1;15/02/2021;1030
75;NAQ;86;2;15/02/2021;2494
75;NAQ;86;1;22/02/2021;1007
75;NAQ;86;2;22/02/2021;2718
75;NAQ;86;1;01/03/2021;2582
75;NAQ;86;2;01/03/2021;2210
75;NAQ;86;1;08/03/2021;3104
75;NAQ;86;2;08/03/2021;2211
75;NAQ;86;1;15/03/2021;4109
75;NAQ;86;2;15/03/2021;995
75;NAQ;86;1;22/03/2021;4854
75;NAQ;86;2;22/03/2021;1307
75;NAQ;86;1;29/03/2021;3903
75;NAQ;86;2;29/03/2021;2814
75;NAQ;86;1;05/04/2021;2963
75;NAQ;86;2;05/04/2021;2830
75;NAQ;86;1;12/04/2021;1145
75;NAQ;86;2;12/04/2021;3919
75;NAQ;86;1;19/04/2021;1173
75;NAQ;86;2;19/04/2021;4801
75;NAQ;86;1;26/04/2021;1822
75;NAQ;86;2;26/04/2021;3688
75;NAQ;87;1;18/01/2021;2739
75;NAQ;87;2;18/01/2021;2
75;NAQ;87;1;25/01/2021;2642
75;NAQ;87;2;25/01/2021;285
75;NAQ;87;1;01/02/2021;1531
75;NAQ;87;2;01/02/2021;1205
75;NAQ;87;1;08/02/2021;971
75;NAQ;87;2;08/02/2021;1795
75;NAQ;87;1;15/02/2021;1538
75;NAQ;87;2;15/02/2021;1507
75;NAQ;87;1;22/02/2021;1635
75;NAQ;87;2;22/02/2021;2406
75;NAQ;87;1;01/03/2021;3473
75;NAQ;87;2;01/03/2021;1487
75;NAQ;87;1;08/03/2021;3720
75;NAQ;87;2;08/03/2021;916
75;NAQ;87;1;15/03/2021;3824
75;NAQ;87;2;15/03/2021;991
75;NAQ;87;1;22/03/2021;4433
75;NAQ;87;2;22/03/2021;1262
75;NAQ;87;1;29/03/2021;3485
75;NAQ;87;2;29/03/2021;2574
75;NAQ;87;1;05/04/2021;2254
75;NAQ;87;2;05/04/2021;3036
75;NAQ;87;1;12/04/2021;2568
75;NAQ;87;2;12/04/2021;3958
75;NAQ;87;1;19/04/2021;567
75;NAQ;87;2;19/04/2021;4369
75;NAQ;87;1;26/04/2021;245
75;NAQ;87;2;26/04/2021;3661
44;GES;88;1;18/01/2021;2307
44;GES;88;2;18/01/2021;1
44;GES;88;1;25/01/2021;1137
44;GES;88;2;25/01/2021;191
44;GES;88;1;01/02/2021;1908
44;GES;88;2;01/02/2021;1162
44;GES;88;1;08/02/2021;1875
44;GES;88;2;08/02/2021;1183
44;GES;88;1;15/02/2021;1898
44;GES;88;2;15/02/2021;1691
44;GES;88;1;22/02/2021;1679
44;GES;88;2;22/02/2021;1386
44;GES;88;1;01/03/2021;2930
44;GES;88;2;01/03/2021;2034
44;GES;88;1;08/03/2021;3002
44;GES;88;2;08/03/2021;1938
44;GES;88;1;15/03/2021;5272
44;GES;88;2;15/03/2021;1689
44;GES;88;1;22/03/2021;6648
44;GES;88;2;22/03/2021;1634
44;GES;88;1;29/03/2021;6627
44;GES;88;2;29/03/2021;2058
44;GES;88;1;05/04/2021;4173
44;GES;88;2;05/04/2021;2780
44;GES;88;1;12/04/2021;2412
44;GES;88;2;12/04/2021;5335
44;GES;88;1;19/04/2021;1095
44;GES;88;2;19/04/2021;6667
44;GES;88;1;26/04/2021;1001
44;GES;88;2;26/04/2021;5934
27;BFC;89;1;18/01/2021;1351
27;BFC;89;1;25/01/2021;1475
27;BFC;89;2;25/01/2021;67
27;BFC;89;1;01/02/2021;1136
27;BFC;89;2;01/02/2021;419
27;BFC;89;1;08/02/2021;966
27;BFC;89;2;08/02/2021;583
27;BFC;89;1;15/02/2021;692
27;BFC;89;2;15/02/2021;1848
27;BFC;89;1;22/02/2021;722
27;BFC;89;2;22/02/2021;1892
27;BFC;89;1;01/03/2021;2612
27;BFC;89;2;01/03/2021;1522
27;BFC;89;1;08/03/2021;3070
27;BFC;89;2;08/03/2021;1090
27;BFC;89;1;15/03/2021;4139
27;BFC;89;2;15/03/2021;777
27;BFC;89;1;22/03/2021;7345
27;BFC;89;2;22/03/2021;714
27;BFC;89;1;29/03/2021;6680
27;BFC;89;2;29/03/2021;2285
27;BFC;89;1;05/04/2021;3298
27;BFC;89;2;05/04/2021;2754
27;BFC;89;1;12/04/2021;1435
27;BFC;89;2;12/04/2021;4475
27;BFC;89;1;19/04/2021;605
27;BFC;89;2;19/04/2021;6878
27;BFC;89;1;26/04/2021;1085
27;BFC;89;2;26/04/2021;6195
27;BFC;90;1;18/01/2021;2372
27;BFC;90;1;25/01/2021;1705
27;BFC;90;2;25/01/2021;164
27;BFC;90;1;01/02/2021;1032
27;BFC;90;2;01/02/2021;580
27;BFC;90;1;08/02/2021;654
27;BFC;90;2;08/02/2021;404
27;BFC;90;1;15/02/2021;313
27;BFC;90;2;15/02/2021;1145
27;BFC;90;1;22/02/2021;193
27;BFC;90;2;22/02/2021;1768
27;BFC;90;1;01/03/2021;766
27;BFC;90;2;01/03/2021;1219
27;BFC;90;1;08/03/2021;1141
27;BFC;90;2;08/03/2021;425
27;BFC;90;1;15/03/2021;1150
27;BFC;90;2;15/03/2021;87
27;BFC;90;1;22/03/2021;2567
27;BFC;90;2;22/03/2021;65
27;BFC;90;1;29/03/2021;1973
27;BFC;90;2;29/03/2021;399
27;BFC;90;1;05/04/2021;914
27;BFC;90;2;05/04/2021;862
27;BFC;90;1;12/04/2021;900
27;BFC;90;2;12/04/2021;1270
27;BFC;90;1;19/04/2021;830
27;BFC;90;2;19/04/2021;2705
27;BFC;90;1;26/04/2021;392
27;BFC;90;2;26/04/2021;1960
11;IDF;91;1;18/01/2021;5645
11;IDF;91;2;18/01/2021;4
11;IDF;91;1;25/01/2021;4884
11;IDF;91;2;25/01/2021;39
11;IDF;91;1;01/02/2021;4744
11;IDF;91;2;01/02/2021;926
11;IDF;91;1;08/02/2021;3973
11;IDF;91;2;08/02/2021;1815
11;IDF;91;1;15/02/2021;1704
11;IDF;91;2;15/02/2021;5301
11;IDF;91;1;22/02/2021;2061
11;IDF;91;2;22/02/2021;4733
11;IDF;91;1;01/03/2021;11248
11;IDF;91;2;01/03/2021;4820
11;IDF;91;1;08/03/2021;10538
11;IDF;91;2;08/03/2021;3303
11;IDF;91;1;15/03/2021;11953
11;IDF;91;2;15/03/2021;1138
11;IDF;91;1;22/03/2021;14947
11;IDF;91;2;22/03/2021;2119
11;IDF;91;1;29/03/2021;10594
11;IDF;91;2;29/03/2021;10414
11;IDF;91;1;05/04/2021;6037
11;IDF;91;2;05/04/2021;9098
11;IDF;91;1;12/04/2021;2275
11;IDF;91;2;12/04/2021;11609
11;IDF;91;1;19/04/2021;793
11;IDF;91;2;19/04/2021;15455
11;IDF;91;1;26/04/2021;764
11;IDF;91;2;26/04/2021;8689
11;IDF;92;1;18/01/2021;5605
11;IDF;92;2;18/01/2021;4
11;IDF;92;1;25/01/2021;5483
11;IDF;92;2;25/01/2021;177
11;IDF;92;1;01/02/2021;5335
11;IDF;92;2;01/02/2021;200
11;IDF;92;1;08/02/2021;3277
11;IDF;92;2;08/02/2021;743
11;IDF;92;1;15/02/2021;1745
11;IDF;92;2;15/02/2021;5591
11;IDF;92;1;22/02/2021;1800
11;IDF;92;2;22/02/2021;5399
11;IDF;92;1;01/03/2021;11546
11;IDF;92;2;01/03/2021;5363
11;IDF;92;1;08/03/2021;11216
11;IDF;92;2;08/03/2021;3167
11;IDF;92;1;15/03/2021;16457
11;IDF;92;2;15/03/2021;1578
11;IDF;92;1;22/03/2021;19905
11;IDF;92;2;22/03/2021;1838
11;IDF;92;1;29/03/2021;16189
11;IDF;92;2;29/03/2021;11258
11;IDF;92;1;05/04/2021;3919
11;IDF;92;2;05/04/2021;9456
11;IDF;92;1;12/04/2021;845
11;IDF;92;2;12/04/2021;17156
11;IDF;92;1;19/04/2021;620
11;IDF;92;2;19/04/2021;19134
11;IDF;92;1;26/04/2021;305
11;IDF;92;2;26/04/2021;15726
11;IDF;93;1;18/01/2021;5313
11;IDF;93;2;18/01/2021;3
11;IDF;93;1;25/01/2021;5623
11;IDF;93;2;25/01/2021;70
11;IDF;93;1;01/02/2021;5737
11;IDF;93;2;01/02/2021;554
11;IDF;93;1;08/02/2021;4342
11;IDF;93;2;08/02/2021;1239
11;IDF;93;1;15/02/2021;2290
11;IDF;93;2;15/02/2021;5452
11;IDF;93;1;22/02/2021;2751
11;IDF;93;2;22/02/2021;5650
11;IDF;93;1;01/03/2021;16231
11;IDF;93;2;01/03/2021;5654
11;IDF;93;1;08/03/2021;13366
11;IDF;93;2;08/03/2021;4608
11;IDF;93;1;15/03/2021;17850
11;IDF;93;2;15/03/2021;2157
11;IDF;93;1;22/03/2021;21738
11;IDF;93;2;22/03/2021;2459
11;IDF;93;1;29/03/2021;14221
11;IDF;93;2;29/03/2021;11877
11;IDF;93;1;05/04/2021;6355
11;IDF;93;2;05/04/2021;12987
11;IDF;93;1;12/04/2021;1978
11;IDF;93;2;12/04/2021;17787
11;IDF;93;1;19/04/2021;595
11;IDF;93;2;19/04/2021;19434
11;IDF;93;1;26/04/2021;360
11;IDF;93;2;26/04/2021;12554
11;IDF;94;1;18/01/2021;3292
11;IDF;94;2;18/01/2021;4
11;IDF;94;1;25/01/2021;3815
11;IDF;94;2;25/01/2021;47
11;IDF;94;1;01/02/2021;3112
11;IDF;94;2;01/02/2021;352
11;IDF;94;1;08/02/2021;2682
11;IDF;94;2;08/02/2021;830
11;IDF;94;1;15/02/2021;1312
11;IDF;94;2;15/02/2021;3658
11;IDF;94;1;22/02/2021;1767
11;IDF;94;2;22/02/2021;3985
11;IDF;94;1;01/03/2021;7608
11;IDF;94;2;01/03/2021;3209
11;IDF;94;1;08/03/2021;7623
11;IDF;94;2;08/03/2021;2620
11;IDF;94;1;15/03/2021;11117
11;IDF;94;2;15/03/2021;1208
11;IDF;94;1;22/03/2021;13596
11;IDF;94;2;22/03/2021;1644
11;IDF;94;1;29/03/2021;12602
11;IDF;94;2;29/03/2021;7091
11;IDF;94;1;05/04/2021;5087
11;IDF;94;2;05/04/2021;8021
11;IDF;94;1;12/04/2021;1975
11;IDF;94;2;12/04/2021;11247
11;IDF;94;1;19/04/2021;1050
11;IDF;94;2;19/04/2021;13222
11;IDF;94;1;26/04/2021;672
11;IDF;94;2;26/04/2021;11550
11;IDF;95;1;18/01/2021;4563
11;IDF;95;2;18/01/2021;13
11;IDF;95;1;25/01/2021;4273
11;IDF;95;2;25/01/2021;300
11;IDF;95;1;01/02/2021;3598
11;IDF;95;2;01/02/2021;1614
11;IDF;95;1;08/02/2021;4285
11;IDF;95;2;08/02/2021;2023
11;IDF;95;1;15/02/2021;2199
11;IDF;95;2;15/02/2021;4902
11;IDF;95;1;22/02/2021;1903
11;IDF;95;2;22/02/2021;4773
11;IDF;95;1;01/03/2021;11209
11;IDF;95;2;01/03/2021;3749
11;IDF;95;1;08/03/2021;10215
11;IDF;95;2;08/03/2021;3464
11;IDF;95;1;15/03/2021;11881
11;IDF;95;2;15/03/2021;1502
11;IDF;95;1;22/03/2021;17673
11;IDF;95;2;22/03/2021;1651
11;IDF;95;1;29/03/2021;13570
11;IDF;95;2;29/03/2021;10026
11;IDF;95;1;05/04/2021;3976
11;IDF;95;2;05/04/2021;9181
11;IDF;95;1;12/04/2021;1965
11;IDF;95;2;12/04/2021;12744
11;IDF;95;1;19/04/2021;1038
11;IDF;95;2;19/04/2021;17540
11;IDF;95;1;26/04/2021;448
11;IDF;95;2;26/04/2021;12182
1;GDP;971;1;18/01/2021;304
1;GDP;971;1;25/01/2021;543
1;GDP;971;2;25/01/2021;24
1;GDP;971;1;01/02/2021;1007
1;GDP;971;2;01/02/2021;185
1;GDP;971;1;08/02/2021;952
1;GDP;971;2;08/02/2021;354
1;GDP;971;1;15/02/2021;552
1;GDP;971;2;15/02/2021;204
1;GDP;971;1;22/02/2021;1257
1;GDP;971;2;22/02/2021;640
1;GDP;971;1;01/03/2021;1287
1;GDP;971;2;01/03/2021;846
1;GDP;971;1;08/03/2021;1096
1;GDP;971;2;08/03/2021;958
1;GDP;971;1;15/03/2021;2009
1;GDP;971;2;15/03/2021;634
1;GDP;971;1;22/03/2021;1378
1;GDP;971;2;22/03/2021;1224
1;GDP;971;1;29/03/2021;1204
1;GDP;971;2;29/03/2021;1123
1;GDP;971;1;05/04/2021;1077
1;GDP;971;2;05/04/2021;1288
1;GDP;971;1;12/04/2021;620
1;GDP;971;2;12/04/2021;2013
1;GDP;971;1;19/04/2021;338
1;GDP;971;2;19/04/2021;1923
1;GDP;971;1;26/04/2021;99
1;GDP;971;2;26/04/2021;1298
2;MAR;972;1;18/01/2021;676
2;MAR;972;2;18/01/2021;14
2;MAR;972;1;25/01/2021;741
2;MAR;972;2;25/01/2021;88
2;MAR;972;1;01/02/2021;575
2;MAR;972;2;01/02/2021;318
2;MAR;972;1;08/02/2021;653
2;MAR;972;2;08/02/2021;424
2;MAR;972;1;15/02/2021;189
2;MAR;972;2;15/02/2021;373
2;MAR;972;1;22/02/2021;405
2;MAR;972;2;22/02/2021;817
2;MAR;972;1;01/03/2021;677
2;MAR;972;2;01/03/2021;614
2;MAR;972;1;08/03/2021;882
2;MAR;972;2;08/03/2021;469
2;MAR;972;1;15/03/2021;1224
2;MAR;972;2;15/03/2021;254
2;MAR;972;1;22/03/2021;1030
2;MAR;972;2;22/03/2021;469
2;MAR;972;1;29/03/2021;1768
2;MAR;972;2;29/03/2021;613
2;MAR;972;1;05/04/2021;696
2;MAR;972;2;05/04/2021;892
2;MAR;972;1;12/04/2021;329
2;MAR;972;2;12/04/2021;1109
2;MAR;972;1;19/04/2021;619
2;MAR;972;2;19/04/2021;1091
2;MAR;972;1;26/04/2021;682
2;MAR;972;2;26/04/2021;1368
3;GUY;973;1;18/01/2021;418
3;GUY;973;2;18/01/2021;3
3;GUY;973;1;25/01/2021;392
3;GUY;973;2;25/01/2021;3
3;GUY;973;1;01/02/2021;404
3;GUY;973;2;01/02/2021;39
3;GUY;973;1;08/02/2021;388
3;GUY;973;2;08/02/2021;240
3;GUY;973;1;15/02/2021;425
3;GUY;973;2;15/02/2021;438
3;GUY;973;1;22/02/2021;1011
3;GUY;973;2;22/02/2021;423
3;GUY;973;1;01/03/2021;1324
3;GUY;973;2;01/03/2021;399
3;GUY;973;1;08/03/2021;1395
3;GUY;973;2;08/03/2021;374
3;GUY;973;1;15/03/2021;1283
3;GUY;973;2;15/03/2021;564
3;GUY;973;1;22/03/2021;984
3;GUY;973;2;22/03/2021;1037
3;GUY;973;1;29/03/2021;1260
3;GUY;973;2;29/03/2021;1359
3;GUY;973;1;05/04/2021;1710
3;GUY;973;2;05/04/2021;1259
3;GUY;973;1;12/04/2021;2018
3;GUY;973;2;12/04/2021;1256
3;GUY;973;1;19/04/2021;1885
3;GUY;973;2;19/04/2021;978
3;GUY;973;1;26/04/2021;466
3;GUY;973;2;26/04/2021;781
4;REU;974;1;18/01/2021;299
4;REU;974;2;18/01/2021;2
4;REU;974;1;25/01/2021;1732
4;REU;974;2;25/01/2021;2
4;REU;974;1;01/02/2021;2650
4;REU;974;2;01/02/2021;23
4;REU;974;1;08/02/2021;3236
4;REU;974;2;08/02/2021;33
4;REU;974;1;15/02/2021;2571
4;REU;974;2;15/02/2021;661
4;REU;974;1;22/02/2021;2213
4;REU;974;2;22/02/2021;1298
4;REU;974;1;01/03/2021;2733
4;REU;974;2;01/03/2021;2042
4;REU;974;1;08/03/2021;2693
4;REU;974;2;08/03/2021;2672
4;REU;974;1;15/03/2021;3107
4;REU;974;2;15/03/2021;2230
4;REU;974;1;22/03/2021;3669
4;REU;974;2;22/03/2021;1869
4;REU;974;1;29/03/2021;3894
4;REU;974;2;29/03/2021;2089
4;REU;974;1;05/04/2021;4242
4;REU;974;2;05/04/2021;2140
4;REU;974;1;12/04/2021;4701
4;REU;974;2;12/04/2021;2332
4;REU;974;1;19/04/2021;1828
4;REU;974;2;19/04/2021;2877
4;REU;974;1;26/04/2021;770
4;REU;974;2;26/04/2021;2450
